City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description,Date
279,Talnakh,69.4865,88.3972,1.4,97,100,13.11,light snow,2021-11-03 21:12:14
280,Pizarro,4.9533,-77.366,79.93,76,55,6.15,light rain,2021-11-03 21:12:15
281,Nhulunbuy,-12.2333,136.7667,81.21,89,7,0.0,clear sky,2021-11-03 21:12:15
282,Listvyanskiy,54.4399,83.4984,-1.8,99,88,0.89,overcast clouds,2021-11-03 21:12:15
283,Kamen-Rybolov,44.7481,132.0403,42.57,92,100,7.0,overcast clouds,2021-11-03 21:12:16
284,Ostrovnoy,68.0531,39.5131,37.81,92,95,25.68,overcast clouds,2021-11-03 21:12:16
285,Huaihua,27.5494,109.9592,58.93,98,100,3.31,overcast clouds,2021-11-03 21:12:16
286,Padre Paraiso,-17.0742,-41.4844,70.16,90,64,1.81,broken clouds,2021-11-03 21:12:17
287,Polewali,-3.4324,119.3435,76.91,88,87,3.11,overcast clouds,2021-11-03 21:12:17
288,Hastings,50.8552,0.5729,47.98,86,87,16.33,overcast clouds,2021-11-03 21:12:17
289,Biryusinsk,55.9634,97.8235,6.06,75,100,13.53,overcast clouds,2021-11-03 21:12:18
290,Deputatskiy,69.3,139.9,-3.93,96,100,4.45,overcast clouds,2021-11-03 21:12:18
291,Gravdal,68.1214,13.5031,46.08,100,40,1.14,scattered clouds,2021-11-03 21:12:18
292,Aswan,24.0934,32.907,80.29,29,0,8.25,clear sky,2021-11-03 21:12:19
293,Pangody,65.85,74.4859,20.91,94,100,13.51,overcast clouds,2021-11-03 21:12:19
294,Evans,33.5337,-82.1307,63.61,57,1,1.99,clear sky,2021-11-03 21:12:19
295,Los Llanos De Aridane,28.6585,-17.9182,67.75,77,75,7.0,volcanic ash,2021-11-03 21:12:19
296,Kalemie,-5.9475,29.1947,70.05,88,98,6.96,overcast clouds,2021-11-03 21:12:20
297,Sembakung,3.8167,117.25,78.73,99,88,2.13,overcast clouds,2021-11-03 21:12:20
298,Flin Flon,54.7682,-101.865,40.91,33,0,4.65,clear sky,2021-11-03 21:12:20
299,Simpang,-1.2667,104.0833,73.36,98,90,2.46,overcast clouds,2021-11-03 21:12:21
300,Puerto Escondido,15.85,-97.0667,83.23,74,1,11.5,clear sky,2021-11-03 21:03:04
301,San Patricio,28.017,-97.5169,84.29,59,99,6.62,overcast clouds,2021-11-03 21:12:21
302,Dunedin,-45.8742,170.5036,52.81,53,2,23.0,clear sky,2021-11-03 21:12:21
303,Yulara,-25.2406,130.9889,73.04,52,100,12.03,overcast clouds,2021-11-03 21:12:22
304,Nouadhibou,20.931,-17.0347,70.5,74,52,18.5,broken clouds,2021-11-03 21:12:22
305,Tessalit,20.1986,1.0114,84.27,13,0,9.15,clear sky,2021-11-03 21:12:22
306,Paciran,-6.8767,112.3761,80.64,79,96,1.66,overcast clouds,2021-11-03 21:12:23
307,Saint-Georges,12.0564,-61.7485,83.88,65,20,11.5,few clouds,2021-11-03 21:11:13
308,Mount Gambier,-37.8333,140.7667,49.91,100,40,0.0,scattered clouds,2021-11-03 21:12:23
309,Paso De Los Toros,-32.8167,-56.5167,71.28,82,92,12.55,overcast clouds,2021-11-03 21:10:19
310,Laguna,38.421,-121.4238,76.44,62,1,1.01,clear sky,2021-11-03 21:12:23
311,Helong,42.5397,128.9972,37.58,87,10,4.63,clear sky,2021-11-03 21:12:24
312,Dwarka,22.2394,68.9678,80.19,59,100,10.98,overcast clouds,2021-11-03 21:12:24
313,Hellin,38.5106,-1.701,53.15,55,6,10.56,clear sky,2021-11-03 21:12:24
314,Tuatapere,-46.1333,167.6833,56.82,50,7,1.54,clear sky,2021-11-03 21:12:25
315,Akonolinga,3.7667,12.25,67.8,98,86,0.54,overcast clouds,2021-11-03 21:12:25
316,Erenhot,43.6475,111.9767,39.43,40,6,8.37,clear sky,2021-11-03 21:12:25
317,Port Macquarie,-31.4333,152.9167,66.16,71,93,9.42,light rain,2021-11-03 21:12:25
318,Pucallpa,-8.3791,-74.5539,73.44,100,75,10.36,thunderstorm with light rain,2021-11-03 21:12:26
319,Hasaki,35.7333,140.8333,50.4,56,73,8.23,broken clouds,2021-11-03 21:12:26
320,Zelenogorskiy,55.0333,87.0,-3.48,97,100,3.0,overcast clouds,2021-11-03 21:12:26
321,Rocha,-34.4833,-54.3333,65.01,97,100,10.0,overcast clouds,2021-11-03 21:08:58
322,Harwich,51.9419,1.2844,48.0,91,100,8.99,overcast clouds,2021-11-03 21:12:27
323,Rio Grande,-32.035,-52.0986,73.51,90,68,16.82,broken clouds,2021-11-03 21:12:27
324,Alofi,-19.0595,-169.9187,82.29,74,75,11.5,light rain,2021-11-03 21:11:54
325,Varzob,38.7737,68.8178,44.33,35,70,4.94,broken clouds,2021-11-03 21:13:27
326,Kaitangata,-46.2817,169.8464,52.77,48,7,5.06,clear sky,2021-11-03 21:13:28
327,Horodnytsya,50.807,27.3168,41.83,76,60,6.42,broken clouds,2021-11-03 21:13:28
328,Severo-Kurilsk,50.6789,156.125,36.63,79,50,3.51,scattered clouds,2021-11-03 21:08:58
329,Acandi,8.5063,-77.2778,79.12,91,86,3.06,overcast clouds,2021-11-03 21:13:28
330,Port Blair,11.6667,92.75,80.49,81,28,4.68,scattered clouds,2021-11-03 21:13:29
331,Dogondoutchi,13.6393,4.0287,87.82,13,7,5.35,clear sky,2021-11-03 21:13:29
332,Ferme-Neuve,46.7001,-75.4493,36.41,53,99,5.84,overcast clouds,2021-11-03 21:13:29
333,Alcala De Henares,40.4821,-3.36,48.52,73,0,5.75,clear sky,2021-11-03 21:13:30
334,Vrede,-27.4257,29.1659,55.96,36,3,1.19,clear sky,2021-11-03 21:13:30
335,Nuevo Progreso,23.1667,-97.95,88.59,45,75,5.99,broken clouds,2021-11-03 21:13:30
336,Barraute,48.4335,-77.6328,32.27,58,100,5.48,overcast clouds,2021-11-03 21:13:30
337,Pathein,16.7833,94.7333,75.09,94,99,2.89,overcast clouds,2021-11-03 21:13:31
338,General Pico,-35.6566,-63.7568,80.15,47,68,12.5,broken clouds,2021-11-03 21:13:31
339,Ndele,8.4109,20.6473,74.57,77,67,3.22,broken clouds,2021-11-03 21:13:31
340,Avera,33.194,-82.5271,63.91,46,61,7.52,broken clouds,2021-11-03 21:13:32
341,Skibbereen,51.55,-9.2667,44.4,76,12,15.73,few clouds,2021-11-03 21:13:32
342,Halifax,44.6453,-63.5724,46.53,95,75,2.3,broken clouds,2021-11-03 21:13:32
343,Poya,-21.35,165.15,73.94,62,1,6.2,clear sky,2021-11-03 21:13:33
344,Saint Augustine,29.8947,-81.3145,76.48,80,90,12.66,overcast clouds,2021-11-03 21:08:57
345,Codrington,-38.2667,141.9667,55.09,85,16,7.38,few clouds,2021-11-03 21:13:33
346,Broome,42.2506,-75.833,45.7,62,75,1.99,broken clouds,2021-11-03 21:13:33
347,Teguise,29.0605,-13.564,68.22,78,20,12.66,few clouds,2021-11-03 21:13:33
348,Saint-Joseph,-21.3667,55.6167,70.18,78,2,6.87,clear sky,2021-11-03 21:13:34
349,Kavaratti,10.5669,72.642,81.57,78,100,11.45,overcast clouds,2021-11-03 21:13:34
350,Vicuna,-30.0319,-70.7081,51.53,36,6,8.66,clear sky,2021-11-03 21:13:34
351,Lanzhou,36.0564,103.7922,45.21,67,1,0.83,clear sky,2021-11-03 21:13:35
352,Jamapa,19.0333,-96.2333,84.27,43,40,4.61,scattered clouds,2021-11-03 21:13:35
353,Lompoc,34.6391,-120.4579,86.02,65,1,18.41,clear sky,2021-11-03 21:13:35
354,Yar-Sale,66.8333,70.8333,26.37,86,100,13.65,overcast clouds,2021-11-03 21:13:36
355,Motygino,58.1831,94.7592,5.25,80,100,10.16,overcast clouds,2021-11-03 21:13:36
356,Saint-Louis,16.3333,-15.0,92.25,19,4,8.93,clear sky,2021-11-03 21:13:36
357,Dubbo,-32.25,148.6167,60.93,88,90,4.61,light rain,2021-11-03 21:10:34
358,Porto Novo,6.4965,2.6036,79.02,82,21,6.33,few clouds,2021-11-03 21:13:37
359,Ichnya,50.8626,32.3942,44.26,89,13,5.46,few clouds,2021-11-03 21:13:37
360,Akyab,20.15,92.9,76.8,73,99,6.38,overcast clouds,2021-11-03 21:13:37
361,Pailon,-17.65,-62.75,92.03,38,33,5.12,scattered clouds,2021-11-03 21:13:37
362,Ubatuba,-23.4339,-45.0711,71.29,88,70,3.33,broken clouds,2021-11-03 21:13:05
363,Saint Anthony,45.0205,-93.218,46.9,45,75,1.01,broken clouds,2021-11-03 21:13:38
364,Guiong,6.4186,122.0258,78.71,85,99,3.24,overcast clouds,2021-11-03 21:13:38
365,Labuhan,-6.8844,112.2051,80.22,80,97,1.83,overcast clouds,2021-11-03 21:13:38
366,Bayan,46.0833,127.4,36.27,82,16,2.17,few clouds,2021-11-03 21:13:39
367,Nabire,-3.3667,135.4833,75.49,92,73,3.06,broken clouds,2021-11-03 21:13:39
368,Atar,20.5169,-13.0499,84.51,14,34,8.34,scattered clouds,2021-11-03 21:13:39
369,Eyl,7.9803,49.8164,77.86,78,100,8.16,overcast clouds,2021-11-03 21:13:40
370,Lorengau,-2.0226,147.2712,81.81,81,88,11.34,moderate rain,2021-11-03 21:13:40
371,Homer,59.6425,-151.5483,44.49,84,40,4.61,scattered clouds,2021-11-03 21:14:40
372,Mezen,65.8522,44.24,36.64,95,54,11.81,broken clouds,2021-11-03 21:14:41
373,Beringovskiy,63.05,179.3167,-0.35,84,4,9.15,clear sky,2021-11-03 21:14:41
374,Siguiri,11.6667,-9.5,77.85,69,42,3.04,light rain,2021-11-03 21:14:41
375,Hambantota,6.1241,81.1185,78.96,85,100,12.41,overcast clouds,2021-11-03 21:14:41
376,Leh,34.1667,77.5833,18.73,77,69,2.44,broken clouds,2021-11-03 21:14:42
377,Vurpar,46.0,23.4667,57.88,70,100,3.47,overcast clouds,2021-11-03 21:14:42
378,Teya,60.3778,92.6267,-0.36,94,70,3.22,broken clouds,2021-11-03 21:14:42
379,Ambulu,-8.345,113.6058,76.15,92,100,1.63,overcast clouds,2021-11-03 21:14:43
380,Prainha,-1.8,-53.48,84.29,63,70,3.29,broken clouds,2021-11-03 21:14:43
381,Yumbing,9.2393,124.6578,81.05,83,100,6.02,overcast clouds,2021-11-03 21:14:43
382,Constitucion,-35.3333,-72.4167,54.41,73,100,12.48,overcast clouds,2021-11-03 21:14:43
383,Anlu,31.1661,112.5831,61.09,83,87,3.18,overcast clouds,2021-11-03 21:14:44
384,Qaqortoq,60.7167,-46.0333,36.1,94,100,5.88,light rain,2021-11-03 21:14:44
385,Auki,-8.7676,160.7034,79.14,83,17,3.06,few clouds,2021-11-03 21:14:44
386,Bukoba,-1.3317,31.8122,66.16,82,99,1.68,light rain,2021-11-03 21:14:45
387,Rosarno,38.4841,15.979,72.14,89,0,11.01,clear sky,2021-11-03 21:14:45
388,Knysna,-34.0363,23.0471,58.78,67,0,4.43,clear sky,2021-11-03 21:14:45
389,Civitavecchia,42.0933,11.7967,64.2,96,99,21.32,moderate rain,2021-11-03 21:14:46
390,Tacoronte,28.4769,-16.4102,67.14,79,20,10.0,few clouds,2021-11-03 21:10:17
391,Solnechnyy,50.7214,136.6319,30.76,45,100,2.77,overcast clouds,2021-11-03 21:14:46
392,Daia,44.0,25.9833,55.26,75,94,8.14,overcast clouds,2021-11-03 21:14:46
393,Poum,-20.2333,164.0167,72.61,71,19,7.4,few clouds,2021-11-03 21:14:46
394,Kutum,14.2,24.6667,75.38,26,11,11.79,few clouds,2021-11-03 21:14:47
395,Mount Isa,-20.7333,139.5,73.17,83,8,0.0,clear sky,2021-11-03 21:14:47
396,Ponta Do Sol,32.6667,-17.1,73.0,75,100,7.36,overcast clouds,2021-11-03 21:14:47
397,Dakar,14.6937,-17.4441,79.68,76,100,9.08,overcast clouds,2021-11-03 21:11:09
398,Duiwelskloof,-23.6934,30.14,68.97,63,4,3.51,clear sky,2021-11-03 21:14:48
399,Lavrentiya,65.5833,-171.0,23.99,94,100,11.05,light snow,2021-11-03 21:14:48
400,Sorong,-0.8833,131.25,77.63,87,100,5.61,overcast clouds,2021-11-03 21:14:48
401,Talaya,61.3833,152.75,2.91,94,69,2.68,broken clouds,2021-11-03 21:14:49
402,Jales,-20.2689,-50.5458,79.45,60,55,8.1,broken clouds,2021-11-03 21:14:49
403,Alamosa,37.4695,-105.87,57.34,32,1,0.0,clear sky,2021-11-03 21:14:49
404,Te Anau,-45.4167,167.7167,53.49,65,18,0.58,few clouds,2021-11-03 21:14:50
405,Port-Gentil,-0.7193,8.7815,78.55,86,95,12.75,light rain,2021-11-03 21:14:50
406,Kilimatinde,-5.85,34.95,77.05,56,81,3.87,broken clouds,2021-11-03 21:14:50
407,Murchison,-41.8,172.3333,55.27,37,99,2.57,overcast clouds,2021-11-03 21:14:50
408,Invermere,50.5167,-116.0354,46.44,73,84,3.4,broken clouds,2021-11-03 21:14:51
409,Port Augusta,-32.5,137.7667,59.14,69,0,8.63,clear sky,2021-11-03 21:14:51
410,Victor Harbor,-35.5667,138.6167,61.0,72,4,8.59,clear sky,2021-11-03 21:14:51
411,Abbeville,50.1,1.8333,45.28,89,33,4.0,scattered clouds,2021-11-03 21:14:52
412,Shingu,33.7333,135.9833,53.15,66,76,5.95,broken clouds,2021-11-03 21:14:52
413,Renigunta,13.65,79.5167,75.45,93,97,1.3,overcast clouds,2021-11-03 21:14:52
414,Benghazi,32.1167,20.0667,77.67,48,0,7.18,clear sky,2021-11-03 21:14:53
415,Belawan,3.7755,98.6832,77.29,89,100,5.1,overcast clouds,2021-11-03 21:14:53
416,Fairbanks,64.8378,-147.7164,35.6,90,75,3.44,light snow,2021-11-03 21:10:47
417,Nantucket,41.2835,-70.0995,51.1,55,6,17.16,clear sky,2021-11-03 21:14:53
418,Tocopilla,-22.092,-70.1979,66.99,64,20,9.13,few clouds,2021-11-03 21:15:54
419,Sur,22.5667,59.5289,75.65,63,45,2.71,scattered clouds,2021-11-03 21:15:54
420,Luancheng,37.8792,114.6517,39.36,45,0,4.05,clear sky,2021-11-03 21:15:54
421,Ishigaki,24.3448,124.1572,73.53,78,75,12.66,broken clouds,2021-11-03 21:15:55
422,Almonte,37.2647,-6.5167,59.29,58,34,8.01,scattered clouds,2021-11-03 21:15:44
423,Maneadero,31.7167,-116.5667,78.19,82,2,3.0,clear sky,2021-11-03 21:15:55
424,Kaputa,-8.4689,29.6619,72.73,75,37,2.01,scattered clouds,2021-11-03 21:15:55
425,Asyut,27.181,31.1837,74.39,42,0,7.78,clear sky,2021-11-03 21:15:56
426,Kalianget,-7.05,113.9333,81.9,73,100,3.71,overcast clouds,2021-11-03 21:15:56
427,Severo-Yeniseyskiy,60.3725,93.0408,-4.4,96,79,4.88,broken clouds,2021-11-03 21:15:56
428,Nizhniye Vyazovyye,55.7988,48.5248,32.63,58,0,13.09,clear sky,2021-11-03 21:15:57
429,Upata,8.0086,-62.3989,82.18,82,91,3.44,overcast clouds,2021-11-03 21:15:57
430,Santa Cruz,-17.8,-63.1667,87.85,51,40,14.97,scattered clouds,2021-11-03 21:15:57
431,Maarianhamina,60.0973,19.9348,44.46,100,20,1.14,light intensity shower rain,2021-11-03 21:15:58
432,Ambilobe,-13.2,49.05,74.57,86,14,3.0,few clouds,2021-11-03 21:15:58
433,Villa Carlos Paz,-31.4241,-64.4978,83.39,55,11,8.99,few clouds,2021-11-03 21:15:58
434,High Rock,26.6208,-78.2833,78.82,68,17,11.12,few clouds,2021-11-03 21:15:58
435,Maldonado,-34.6667,-54.9167,66.22,94,100,11.88,overcast clouds,2021-11-03 21:15:59
436,Necochea,-38.5473,-58.7368,78.04,71,65,14.47,broken clouds,2021-11-03 21:15:59
437,Jumla,29.2747,82.1838,38.8,58,4,4.34,clear sky,2021-11-03 21:15:59
438,La Macarena,2.1837,-73.7849,83.61,71,100,5.44,overcast clouds,2021-11-03 21:16:00
439,Mvangue,2.9667,11.5167,67.87,97,100,0.4,overcast clouds,2021-11-03 21:16:00
440,Tabas,33.5959,56.9244,68.18,31,73,1.03,broken clouds,2021-11-03 21:16:01
441,Rio Gallegos,-51.6226,-69.2181,50.05,62,75,13.8,light rain,2021-11-03 21:16:01
442,Umm Lajj,25.0213,37.2685,80.69,64,0,10.31,clear sky,2021-11-03 21:16:02
443,Chanika,-5.4167,38.0167,69.91,92,84,6.04,broken clouds,2021-11-03 21:16:03
444,Luangwa,-15.6167,30.4167,85.42,32,13,2.44,few clouds,2021-11-03 21:16:04
445,Forquilhinha,-28.7475,-49.4722,70.63,99,100,1.54,overcast clouds,2021-11-03 21:11:05
446,Pistsovo,57.179,40.5298,42.1,85,100,13.69,light rain,2021-11-03 21:16:04
447,Redmond,47.674,-122.1215,61.16,76,100,1.99,overcast clouds,2021-11-03 21:12:31
448,Llanes,43.4198,-4.7549,50.86,80,100,14.47,overcast clouds,2021-11-03 21:16:05
449,Sirawai,7.5854,122.1407,78.19,85,98,2.71,overcast clouds,2021-11-03 21:16:05
450,Presidencia Roque Saenz Pena,-26.7852,-60.4388,86.9,43,96,3.83,overcast clouds,2021-11-03 21:16:05
451,Kendallville,41.4414,-85.265,45.66,52,90,6.91,overcast clouds,2021-11-03 21:14:14
452,Zhicheng,30.2956,111.5047,60.66,82,98,2.1,light rain,2021-11-03 21:16:06
453,Jelgava,56.65,23.7128,46.44,90,100,10.36,overcast clouds,2021-11-03 21:16:06
454,Angleton,29.1694,-95.4319,72.95,73,100,3.27,overcast clouds,2021-11-03 21:16:06
455,Pontianak,-0.0333,109.3333,76.98,100,75,3.44,light rain,2021-11-03 21:16:07
456,Nizhniy Tsasuchey,50.5167,115.1333,27.81,78,13,6.91,few clouds,2021-11-03 21:16:07
457,Ardesen,41.1911,40.9875,60.76,84,100,4.99,overcast clouds,2021-11-03 21:16:07
458,Luanda,-8.8368,13.2343,77.0,78,0,10.36,clear sky,2021-11-03 21:13:46
459,Vestmannaeyjar,63.4427,-20.2734,47.61,92,100,21.59,overcast clouds,2021-11-03 21:16:08
460,Nagydorog,46.6275,18.6556,56.12,87,100,17.47,overcast clouds,2021-11-03 21:16:08
461,Sarlat-La-Caneda,44.889,1.2166,43.09,91,82,2.08,broken clouds,2021-11-03 21:16:08
462,Lata,40.1629,-8.3327,52.81,89,6,0.81,clear sky,2021-11-03 21:16:09
463,Vilhena,-12.7406,-60.1458,73.62,94,75,4.61,broken clouds,2021-11-03 21:17:09
464,Mogotes,6.4756,-72.9705,66.78,89,88,2.98,overcast clouds,2021-11-03 21:17:09
465,Boralday,43.3578,76.8594,13.86,85,90,6.71,heavy shower snow,2021-11-03 21:17:10
466,Carbonia,39.1672,8.5222,60.01,83,100,14.58,light rain,2021-11-03 21:17:10
467,Ossora,59.2353,163.0719,23.5,85,100,9.35,overcast clouds,2021-11-03 21:17:10
468,Mattru,7.6244,-11.8332,74.57,95,28,2.51,light rain,2021-11-03 21:17:11
469,Iwanai,42.9744,140.5089,44.2,91,26,3.09,scattered clouds,2021-11-03 21:17:11
470,Nokaneng,-19.6667,22.2667,86.13,13,48,4.25,scattered clouds,2021-11-03 21:17:12
471,Cairns,-16.9167,145.7667,78.06,94,40,12.66,light rain,2021-11-03 21:17:12
472,Gulfport,30.3674,-89.0928,73.45,59,1,0.0,clear sky,2021-11-03 21:13:01
473,Faanui,-16.4833,-151.75,78.31,79,14,7.49,light rain,2021-11-03 21:17:12
474,Fresno,36.6666,-119.8343,76.41,56,1,3.44,clear sky,2021-11-03 21:17:13
475,Sabzevar,36.2126,57.6819,63.54,38,98,3.56,overcast clouds,2021-11-03 21:17:13
476,Brainerd,46.358,-94.2008,44.85,39,1,8.05,clear sky,2021-11-03 21:17:13
477,Delmiro Gouveia,-9.3886,-37.9992,94.82,25,97,2.55,overcast clouds,2021-11-03 21:17:14
478,Eureka,40.8021,-124.1637,75.13,59,100,8.99,overcast clouds,2021-11-03 21:14:17
479,Ilulissat,69.2167,-51.1,28.6,77,88,9.42,overcast clouds,2021-11-03 21:17:14
480,Kandrian,-6.2167,149.55,79.97,85,71,10.78,light rain,2021-11-03 21:17:14
481,Hutchinson,38.0608,-97.9298,49.82,68,90,6.91,overcast clouds,2021-11-03 21:17:02
482,Bengkulu,-3.8004,102.2655,74.86,90,100,3.71,overcast clouds,2021-11-03 21:17:15
483,Bairiki,1.3292,172.9752,86.0,70,75,8.05,broken clouds,2021-11-03 21:17:15
484,Luena,-11.7833,19.9167,65.61,79,59,3.8,light rain,2021-11-03 21:17:16
485,Opelousas,30.5335,-92.0815,71.8,56,1,6.91,clear sky,2021-11-03 21:12:45
486,Sao Filipe,14.8961,-24.4956,79.9,73,97,6.02,overcast clouds,2021-11-03 21:17:16
487,Cape Girardeau,37.3834,-89.7168,53.19,36,53,7.49,broken clouds,2021-11-03 21:17:17
488,Kulebaki,55.4133,42.5325,42.33,73,100,11.74,overcast clouds,2021-11-03 21:17:17
489,Portland,45.5234,-122.6762,61.5,73,75,1.99,broken clouds,2021-11-03 21:15:49
490,Pawai,24.2667,80.1667,64.27,49,76,2.21,broken clouds,2021-11-03 21:17:17
491,Aromashevo,56.8602,68.6375,17.51,78,96,10.87,overcast clouds,2021-11-03 21:17:18
492,Ordynskoye,54.3656,81.8994,1.06,98,70,3.71,broken clouds,2021-11-03 21:17:18
493,Kenora,49.8167,-94.4337,40.17,56,20,12.66,few clouds,2021-11-03 21:15:28
494,Nyagan,62.1406,65.3936,23.68,80,100,9.6,overcast clouds,2021-11-03 21:17:18
495,Nusaybin,37.0778,41.2178,65.79,63,40,13.8,scattered clouds,2021-11-03 21:17:19
496,Inyonga,-6.7167,32.0667,68.43,79,9,3.2,clear sky,2021-11-03 21:17:19
497,Gizo,-8.103,156.8419,82.45,74,96,6.55,light rain,2021-11-03 21:17:19
498,Yerbogachen,61.2767,108.0108,-5.96,98,36,3.67,scattered clouds,2021-11-03 21:17:20
499,Gueugnon,46.6036,4.0629,44.98,98,42,2.39,scattered clouds,2021-11-03 21:17:20
500,San Andres,12.5847,-81.7006,86.02,70,20,9.22,few clouds,2021-11-03 21:17:20
501,Frankfort,-27.2667,28.4833,60.22,25,0,3.96,clear sky,2021-11-03 21:17:20
502,Caravelas,-17.7125,-39.2481,76.03,86,46,7.94,scattered clouds,2021-11-03 21:17:21
503,Zabaykalsk,49.6333,117.3167,28.02,82,12,4.83,few clouds,2021-11-03 21:17:21
504,Xai-Xai,-25.0519,33.6442,70.34,86,6,9.69,clear sky,2021-11-03 21:17:21
505,Buala,-8.145,159.5921,81.37,79,80,5.14,light rain,2021-11-03 21:17:22
506,Praia,14.9215,-23.5087,81.14,50,20,10.36,few clouds,2021-11-03 21:17:22
507,Khasan,42.4308,130.6434,48.97,84,63,8.05,broken clouds,2021-11-03 21:17:22
508,Lashio,22.9333,97.75,61.93,95,90,1.72,overcast clouds,2021-11-03 21:17:23
509,Bumba,2.1833,22.4667,71.17,96,93,3.27,overcast clouds,2021-11-03 21:18:23
510,Port-Cartier,50.0334,-66.8654,39.74,58,94,8.75,overcast clouds,2021-11-03 21:18:23
511,Nurota,40.5614,65.6886,48.29,54,86,9.35,overcast clouds,2021-11-03 21:18:24
512,Alice Springs,-23.7,133.8833,65.75,100,97,5.75,overcast clouds,2021-11-03 21:14:13
513,Gondar,12.6,37.4667,58.82,61,10,4.36,clear sky,2021-11-03 21:18:24
514,Sangar,63.9242,127.4739,15.35,94,100,11.59,light snow,2021-11-03 21:18:24
515,Taiyuan,37.8694,112.5603,35.46,87,0,2.24,mist,2021-11-03 21:18:25
516,Henties Bay,-22.116,14.2845,56.86,87,9,7.47,clear sky,2021-11-03 21:18:25
517,Aripuana,-9.1667,-60.6333,76.19,90,100,7.81,overcast clouds,2021-11-03 21:18:26
518,Huilong,31.8111,121.655,63.03,69,96,5.84,overcast clouds,2021-11-03 21:18:26
519,Catamarca,-28.4696,-65.7852,86.77,45,0,8.99,clear sky,2021-11-03 21:18:26
520,Gumdag,39.2061,54.5906,60.94,47,100,12.64,overcast clouds,2021-11-03 21:18:27
521,College,64.8569,-147.8028,35.58,90,75,0.0,broken clouds,2021-11-03 21:18:27
522,Altamira,-3.2033,-52.2064,87.89,66,40,2.3,scattered clouds,2021-11-03 21:18:27
523,Hobe Sound,27.0595,-80.1364,82.98,64,40,10.36,scattered clouds,2021-11-03 21:18:28
524,Kokstad,-30.5472,29.4241,53.17,93,5,3.87,clear sky,2021-11-03 21:18:28
525,Marinette,45.1,-87.6307,40.3,56,90,4.61,overcast clouds,2021-11-03 21:18:28
526,Bubaque,11.2833,-15.8333,82.18,77,7,9.6,clear sky,2021-11-03 21:18:13
527,Viedma,-40.8135,-62.9967,80.83,36,81,22.57,broken clouds,2021-11-03 21:18:29
528,Qazvin,36.2797,50.0049,56.93,65,7,6.98,clear sky,2021-11-03 21:18:29
529,Kibondo,-3.5864,30.7203,60.75,93,79,1.21,broken clouds,2021-11-03 21:18:29
530,Madimba,-10.4,40.3333,77.31,82,4,7.25,clear sky,2021-11-03 21:18:30
531,San Ramon,37.7799,-121.978,75.92,57,1,1.01,clear sky,2021-11-03 21:18:30
532,Banda Aceh,5.5577,95.3222,78.87,80,97,0.45,overcast clouds,2021-11-03 21:18:30
533,Gulabpura,25.9,74.6667,68.77,36,3,2.82,clear sky,2021-11-03 21:18:30
534,Amapa,1.0,-52.0,80.37,70,100,2.37,moderate rain,2021-11-03 21:18:31
535,Ahuimanu,21.4447,-157.8378,84.78,68,75,9.22,broken clouds,2021-11-03 21:18:31
536,Ganzhou,28.8184,115.4327,62.01,87,100,1.01,overcast clouds,2021-11-03 21:16:48
537,Adrar,20.5022,-10.0711,79.95,15,0,7.92,clear sky,2021-11-03 21:18:31
538,Lae,-6.7221,146.9847,75.87,82,23,3.31,few clouds,2021-11-03 21:18:25
539,Jacqueville,5.2052,-4.4146,82.31,83,57,10.25,broken clouds,2021-11-03 21:18:32
540,Kidal,18.4411,1.4078,83.64,12,37,8.59,scattered clouds,2021-11-03 21:18:32
541,Tura,25.5198,90.2201,62.85,91,5,3.18,clear sky,2021-11-03 21:18:32
542,Patharia,23.9,79.2,63.27,49,81,2.57,broken clouds,2021-11-03 21:18:33
543,Hecun,36.5333,114.1111,54.43,56,0,4.32,clear sky,2021-11-03 21:18:33
544,Ambon,-3.6954,128.1814,81.12,81,47,6.42,scattered clouds,2021-11-03 21:18:33
545,Vyazma,55.2104,34.2951,46.49,93,100,10.92,overcast clouds,2021-11-03 21:18:34
546,Vao,-22.6667,167.4833,69.4,65,0,9.71,clear sky,2021-11-03 21:18:34
547,Mirabad,30.4362,61.8383,65.86,15,98,2.53,overcast clouds,2021-11-03 21:18:34
548,Namibe,-15.1961,12.1522,64.51,85,29,1.43,scattered clouds,2021-11-03 21:18:35
549,Cockburn Town,21.4612,-71.1419,82.26,71,6,12.53,clear sky,2021-11-03 21:18:35
550,Pleshanovo,52.8333,53.4833,24.04,37,0,10.85,clear sky,2021-11-03 21:18:35
551,Richards Bay,-28.783,32.0377,63.88,81,0,4.38,clear sky,2021-11-03 21:18:35
552,Ihosy,-22.4,46.1167,73.94,60,15,7.92,few clouds,2021-11-03 21:18:36
553,Zmiyiv,49.6966,36.3611,52.52,97,100,4.43,overcast clouds,2021-11-03 21:18:36
554,Kerouane,9.2667,-9.0167,74.17,72,15,3.71,few clouds,2021-11-03 21:18:36
555,Rajaldesar,28.0333,74.4667,69.96,35,0,5.28,clear sky,2021-11-03 21:19:37
556,Itoman,26.1247,127.6694,69.82,72,40,8.05,scattered clouds,2021-11-03 21:19:37
557,Mporokoso,-9.3727,30.125,64.49,86,9,3.18,clear sky,2021-11-03 21:19:37
558,Sampit,-2.5333,112.95,74.25,96,100,1.19,overcast clouds,2021-11-03 21:19:38
